Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh)
04-03-2024,00:15:00,232.53,0.06,13.95,0.0035
04-03-2024,00:30:00,239.33,0.06,14.36,0.0036
04-03-2024,00:45:00,232.66,0.03,6.98,0.0017
04-03-2024,00:00:00,238.34,0.08,19.07,0.0048
04-03-2024,00:15:00,235.25,0.03,7.06,0.0018
04-03-2024,00:30:00,237.88,0.1,23.79,0.0059
04-03-2024,00:45:00,234.94,0.09,21.14,0.0053
04-03-2024,01:00:00,237.36,0.04,9.49,0.0024
04-03-2024,01:15:00,238.32,0.04,9.53,0.0024
04-03-2024,01:30:00,235.16,0.05,11.76,0.0029
04-03-2024,01:45:00,233.12,0.08,18.65,0.0047
04-03-2024,02:00:00,234.6,0.1,23.46,0.0059
04-03-2024,02:15:00,239.41,0.06,14.36,0.0036
04-03-2024,02:30:00,232.81,0.1,23.28,0.0058
04-03-2024,02:45:00,239.86,0.1,23.99,0.006
04-03-2024,03:00:00,235.74,0.08,18.86,0.0047
04-03-2024,03:15:00,233.19,0.07,16.32,0.0041
04-03-2024,03:30:00,233.17,0.09,20.99,0.0052
04-03-2024,03:45:00,239.97,0.06,14.4,0.0036
04-03-2024,04:00:00,238.69,0.08,19.1,0.0048
04-03-2024,04:15:00,238.62,0.06,14.32,0.0036
04-03-2024,04:30:00,237.13,0.09,21.34,0.0053
04-03-2024,04:45:00,232.8,0.04,9.31,0.0023
04-03-2024,05:00:00,237.02,0.05,11.85,0.003
04-03-2024,05:15:00,235.35,0.06,14.12,0.0035
04-03-2024,05:30:00,231.35,0.1,23.14,0.0058
04-03-2024,05:45:00,230.08,0.1,23.01,0.0058
04-03-2024,06:00:00,235.23,0.1,23.52,0.0059
04-03-2024,06:15:00,233.83,0.04,9.35,0.0023
04-03-2024,06:30:00,230.57,0.09,20.75,0.0052
04-03-2024,06:45:00,236.87,0.07,16.58,0.0041
04-03-2024,07:00:00,232.72,0.09,20.94,0.0052
04-03-2024,07:15:00,232.67,0.1,23.27,0.0058
04-03-2024,07:30:00,234.17,0.09,21.08,0.0053
04-03-2024,07:45:00,236.52,0.04,9.46,0.0024
04-03-2024,08:00:00,238.46,0.08,19.08,0.0048
04-03-2024,08:15:00,239.45,0.04,9.58,0.0024
04-03-2024,08:30:00,235.44,0.03,7.06,0.0018
04-03-2024,08:45:00,231.55,0.04,9.26,0.0023
04-03-2024,09:00:00,231.57,0.05,11.58,0.0029
04-03-2024,09:15:00,234.31,0.09,21.09,0.0053
04-03-2024,09:30:00,230.2,0.1,23.02,0.0058
04-03-2024,09:45:00,239.71,0.04,9.59,0.0024
04-03-2024,10:00:00,234.06,0.05,11.7,0.0029
04-03-2024,10:15:00,237.94,0.09,21.41,0.0054
04-03-2024,10:30:00,233.06,0.03,6.99,0.0017
04-03-2024,10:45:00,236.33,0.08,18.91,0.0047
04-03-2024,11:00:00,235,0.05,11.75,0.0029
04-03-2024,11:15:00,232.77,0.04,9.31,0.0023
04-03-2024,11:30:00,237.37,0.1,23.74,0.0059
04-03-2024,11:45:00,237.95,0.09,21.42,0.0054
04-03-2024,12:00:00,237.63,0.05,11.88,0.003
04-03-2024,12:15:00,231.9,0.08,18.55,0.0046
04-03-2024,12:30:00,234.08,0.08,18.73,0.0047
04-03-2024,12:45:00,239.5,0.09,21.55,0.0054
04-03-2024,13:00:00,236.07,0.08,18.89,0.0047
04-03-2024,13:15:00,233.73,0.06,14.02,0.0035
04-03-2024,13:30:00,238.4,0.07,16.69,0.0042
04-03-2024,13:45:00,231.49,0.06,13.89,0.0035
04-03-2024,14:00:00,236.98,0.03,7.11,0.0018
04-03-2024,14:15:00,230.21,0.09,20.72,0.0052
04-03-2024,14:30:00,236,0.03,7.08,0.0018
04-03-2024,14:45:00,233.78,0.1,23.38,0.0058
04-03-2024,15:00:00,239.86,0.08,19.19,0.0048
04-03-2024,15:15:00,233.87,0.04,9.35,0.0023
04-03-2024,15:30:00,233.21,0.1,23.32,0.0058
04-03-2024,15:45:00,236.07,0.08,18.89,0.0047
04-03-2024,16:00:00,239.36,0.08,19.15,0.0048
04-03-2024,16:15:00,237.35,0.09,21.36,0.0053
04-03-2024,16:30:00,235.97,0.09,21.24,0.0053
04-03-2024,16:45:00,230.51,0.04,9.22,0.0023
04-03-2024,17:00:00,231.94,0.08,18.56,0.0046
04-03-2024,17:15:00,233.44,0.08,18.68,0.0047
04-03-2024,17:30:00,233.88,0.07,16.37,0.0041
04-03-2024,17:45:00,232.91,0.1,23.29,0.0058
04-03-2024,18:00:00,237.75,0.05,11.89,0.003
04-03-2024,18:15:00,237.22,0.04,9.49,0.0024
04-03-2024,18:30:00,235.95,0.04,9.44,0.0024
04-03-2024,18:45:00,232.33,0.04,9.29,0.0023
04-03-2024,19:00:00,230.09,0.03,6.9,0.0017
04-03-2024,19:15:00,237.61,0.09,21.38,0.0053
04-03-2024,19:30:00,236.75,0.04,9.47,0.0024
04-03-2024,19:45:00,230.5,0.08,18.44,0.0046
04-03-2024,20:00:00,239.65,0.05,11.98,0.003
04-03-2024,20:15:00,238.36,0.03,7.15,0.0018
04-03-2024,20:30:00,231.79,0.05,11.59,0.0029
04-03-2024,20:45:00,238.33,0.04,9.53,0.0024
04-03-2024,21:00:00,231.84,0.08,18.55,0.0046
04-03-2024,21:15:00,237.6,0.08,19.01,0.0048
04-03-2024,21:30:00,239.2,0.09,21.53,0.0054
04-03-2024,21:45:00,232.23,0.1,23.22,0.0058
04-03-2024,22:00:00,236.73,0.09,21.31,0.0053
04-03-2024,22:15:00,238.79,0.03,7.16,0.0018
04-03-2024,22:30:00,232.12,0.1,23.21,0.0058
04-03-2024,22:45:00,231.81,0.09,20.86,0.0052
04-03-2024,23:00:00,235.65,0.09,21.21,0.0053
04-03-2024,23:15:00,237.99,0.04,9.52,0.0024
04-03-2024,23:30:00,230.99,0.08,18.48,0.0046
04-03-2024,23:45:00,234.86,0.07,16.44,0.0041
05-03-2024,00:00:00,236.45,0.06,14.19,0.0035
05-03-2024,00:15:00,237.71,0.08,19.02,0.0048
05-03-2024,00:30:00,237.36,0.08,18.99,0.0047
05-03-2024,00:45:00,236.96,0.04,9.48,0.0024
05-03-2024,00:00:00,233.72,0.04,9.35,0.0023
05-03-2024,00:15:00,231.47,0.07,16.2,0.004
05-03-2024,00:30:00,239.26,0.08,19.14,0.0048
05-03-2024,00:45:00,237.51,0.09,21.38,0.0053
05-03-2024,01:00:00,231.44,0.09,20.83,0.0052
05-03-2024,01:15:00,239.9,0.05,12,0.003
05-03-2024,01:30:00,234.25,0.03,7.03,0.0018
05-03-2024,01:45:00,238.28,0.04,9.53,0.0024
05-03-2024,02:00:00,230.33,0.04,9.21,0.0023
05-03-2024,02:15:00,233.33,0.06,14,0.0035
05-03-2024,02:30:00,232.56,0.07,16.28,0.0041
05-03-2024,02:45:00,234.14,0.07,16.39,0.0041
05-03-2024,03:00:00,231.35,0.05,11.57,0.0029
05-03-2024,03:15:00,237.73,0.09,21.4,0.0053
05-03-2024,03:30:00,239.41,0.06,14.36,0.0036
05-03-2024,03:45:00,235.21,0.07,16.46,0.0041
05-03-2024,04:00:00,230.28,0.07,16.12,0.004
05-03-2024,04:15:00,233.27,0.06,14,0.0035
05-03-2024,04:30:00,230.73,0.09,20.77,0.0052
05-03-2024,04:45:00,233.6,0.09,21.02,0.0053
05-03-2024,05:00:00,234.64,0.05,11.73,0.0029
05-03-2024,05:15:00,234.76,0.09,21.13,0.0053
05-03-2024,05:30:00,235.9,0.06,14.15,0.0035
05-03-2024,05:45:00,233.22,0.03,7,0.0018
05-03-2024,06:00:00,235.4,0.07,16.48,0.0041
05-03-2024,06:15:00,239.56,0.06,14.37,0.0036
05-03-2024,06:30:00,237.99,0.05,11.9,0.003
05-03-2024,06:45:00,233.11,0.03,6.99,0.0017
05-03-2024,07:00:00,231.87,0.06,13.91,0.0035
05-03-2024,07:15:00,233.99,0.07,16.38,0.0041
05-03-2024,07:30:00,237.12,0.06,14.23,0.0036
05-03-2024,07:45:00,237.27,0.08,18.98,0.0047
05-03-2024,08:00:00,233.22,0.04,9.33,0.0023
05-03-2024,08:15:00,238.77,0.09,21.49,0.0054
05-03-2024,08:30:00,239.9,0.07,16.79,0.0042
05-03-2024,08:45:00,231.09,0.08,18.49,0.0046
05-03-2024,09:00:00,239.12,0.06,14.35,0.0036
05-03-2024,09:15:00,233.47,0.05,11.67,0.0029
05-03-2024,09:30:00,233.74,0.07,16.36,0.0041
05-03-2024,09:45:00,239.05,0.06,14.34,0.0036
05-03-2024,10:00:00,238.5,0.08,19.08,0.0048
05-03-2024,10:15:00,231.43,0.05,11.57,0.0029
05-03-2024,10:30:00,235.49,0.06,14.13,0.0035
05-03-2024,10:45:00,233.63,0.06,14.02,0.0035
05-03-2024,11:00:00,233.23,0.09,20.99,0.0052
05-03-2024,11:15:00,239.09,0.09,21.52,0.0054
05-03-2024,11:30:00,239.44,0.1,23.94,0.006
05-03-2024,11:45:00,231.99,0.05,11.6,0.0029
05-03-2024,12:00:00,233.04,0.04,9.32,0.0023
05-03-2024,12:15:00,234.48,0.06,14.07,0.0035
05-03-2024,12:30:00,232.45,0.05,11.62,0.0029
05-03-2024,12:45:00,236.83,0.09,21.31,0.0053
05-03-2024,13:00:00,237.32,0.09,21.36,0.0053
05-03-2024,13:15:00,238.19,0.03,7.15,0.0018
05-03-2024,13:30:00,234.67,0.04,9.39,0.0023
05-03-2024,13:45:00,233.57,0.05,11.68,0.0029
05-03-2024,14:00:00,232.75,0.1,23.28,0.0058
05-03-2024,14:15:00,234.14,0.06,14.05,0.0035
05-03-2024,14:30:00,230.8,0.05,11.54,0.0029
05-03-2024,14:45:00,239.36,0.03,7.18,0.0018
05-03-2024,15:00:00,230.05,0.07,16.1,0.004
05-03-2024,15:15:00,233.47,0.06,14.01,0.0035
05-03-2024,15:30:00,238.64,0.06,14.32,0.0036
05-03-2024,15:45:00,233.24,0.09,20.99,0.0052
05-03-2024,16:00:00,236.73,0.07,16.57,0.0041
05-03-2024,16:15:00,239.67,0.07,16.78,0.0042
